student_id,school_math,sex_math,age_math,address_type_math,family_size_math,parent_status_math,mother_education_math,father_education_math,mother_job_math,father_job_math,school_choice_reason_math,guardian_math,travel_time_math,study_time_math,class_failures_math,school_support_math,family_support_math,extra_paid_classes_math,activities_math,nursery_school_math,higher_ed_math,internet_access_math,romantic_relationship_math,family_relationship_math,free_time_math,social_math,weekday_alcohol_math,weekend_alcohol_math,health_math,absences_math,grade_1_math,grade_2_math,final_grade_math,school_por,sex_por,age_por,address_type_por,family_size_por,parent_status_por,mother_education_por,father_education_por,mother_job_por,father_job_por,school_choice_reason_por,guardian_por,travel_time_por,study_time_por,class_failures_por,school_support_por,family_support_por,extra_paid_classes_por,activities_por,nursery_school_por,higher_ed_por,internet_access_por,romantic_relationship_por,family_relationship_por,free_time_por,social_por,weekday_alcohol_por,weekend_alcohol_por,health_por,absences_por,grade_1_por,grade_2_por,final_grade_por
257,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,services,reputation,mother,<15 min.,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,at_home,course,other,<15 min.,<2 hours,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8
258,GP,M,19,Urban,Less than or equal to 3,Apart,higher education,secondary education,services,at_home,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9
259,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15
260,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,father,<15 min.,>10 hours,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,GP,F,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
261,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,services,other,home,father,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11
262,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13
263,GP,M,18,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,GP,F,17,Rural,Less than or equal to 3,Apart,primary education (4th grade),higher education,other,other,course,other,>1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
264,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8
265,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,home,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,GP,F,17,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,<2 hours,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10
266,GP,M,18,Rural,Less than or equal to 3,Apart,secondary education,higher education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,GP,F,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15
267,GP,M,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,other,other,mother,<15 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,GP,F,17,Urban,Less than or equal to 3,Apart,higher education,5th to 9th grade,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14
268,GP,F,18,Rural,Greater than 3,Living together,higher education,higher education,teacher,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15
269,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,GP,M,17,Rural,Less than or equal to 3,Apart,higher education,higher education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12
270,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,GP,M,16,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15
271,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,home,other,<15 min.,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,course,mother,<15 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15
272,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,reputation,father,<15 min.,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
273,GP,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
274,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,at_home,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11
275,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,at_home,health,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,<15 min.,2 to 5 hours,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10
276,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,other,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11
277,GP,F,18,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16
278,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,mother,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11
279,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,father,<15 min.,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
280,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,services,course,mother,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,GP,M,22,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,other,mother,<15 min.,<2 hours,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5
281,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,primary education (4th grade),services,other,home,mother,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,secondary education,other,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10
282,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,teacher,services,home,mother,<15 min.,<2 hours,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,GP,M,16,Urban,Greater than 3,Living together,none,5th to 9th grade,other,other,other,mother,<15 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11
283,GP,F,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,GP,M,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7
284,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,reputation,other,30 min. to 1 hour,2 to 5 hours,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
285,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,other,mother,<15 min.,<2 hours,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6
286,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
287,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,<15 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13
288,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,GP,M,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),health,other,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10
289,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,<15 min.,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13
290,GP,M,18,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,services,reputation,mother,<15 min.,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17
291,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,GP,F,19,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11
292,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,services,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,mother,30 min. to 1 hour,2 to 5 hours,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11
293,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),services,at_home,reputation,mother,<15 min.,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,GP,F,17,Rural,Greater than 3,Living together,higher education,5th to 9th grade,other,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14
294,GP,F,17,Rural,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,GP,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,at_home,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14
295,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13
296,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,health,other,home,mother,<15 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,GP,M,19,Urban,Less than or equal to 3,Apart,higher education,secondary education,services,at_home,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14
297,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16
298,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,home,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,other,mother,15 to 30 min.,<2 hours,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10
299,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,father,<15 min.,>10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,father,<15 min.,>10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
300,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,home,mother,<15 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,GP,F,20,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
301,GP,F,18,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,services,other,home,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15
302,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,other,teacher,home,father,15 to 30 min.,<2 hours,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11
303,GP,F,17,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,GP,M,18,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12
304,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,health,reputation,father,<15 min.,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
305,GP,M,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,other,<15 min.,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
306,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,higher education,services,at_home,reputation,other,<15 min.,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9
307,GP,M,20,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,other,course,other,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,GP,M,18,Rural,Less than or equal to 3,Apart,secondary education,higher education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16
308,GP,M,19,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,reputation,other,15 to 30 min.,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,GP,M,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,other,other,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14
309,GP,M,19,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,father,<15 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,GP,F,18,Rural,Greater than 3,Living together,higher education,higher education,teacher,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
310,GP,F,19,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,other,<15 min.,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14
311,GP,F,19,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,services,services,home,other,<15 min.,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10
312,GP,F,19,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,other,other,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,home,other,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
313,GP,M,19,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,other,<15 min.,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,reputation,father,<15 min.,>10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16
314,GP,F,19,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,other,15 to 30 min.,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,GP,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
315,GP,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,health,home,other,<15 min.,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,at_home,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18
316,GP,F,19,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,reputation,other,<15 min.,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15
317,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,at_home,health,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16
318,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
319,GP,F,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,services,course,father,<15 min.,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,GP,F,18,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10
320,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12
